STNAME,CTYNAME,STCODE,CTYCODE,year,cases
Tennessee,Anderson County,47,1,2000,0
Tennessee,Bedford County,47,3,2000,0
Tennessee,Benton County,47,5,2000,0
Tennessee,Bledsoe County,47,7,2000,0
Tennessee,Blount County,47,9,2000,0
Tennessee,Bradley County,47,11,2000,1
Tennessee,Campbell County,47,13,2000,0
Tennessee,Cannon County,47,15,2000,0
Tennessee,Carroll County,47,17,2000,1
Tennessee,Carter County,47,19,2000,0
Tennessee,Cheatham County,47,21,2000,0
Tennessee,Chester County,47,23,2000,0
Tennessee,Claiborne County,47,25,2000,0
Tennessee,Clay County,47,27,2000,0
Tennessee,Cocke County,47,29,2000,0
Tennessee,Coffee County,47,31,2000,0
Tennessee,Crockett County,47,33,2000,0
Tennessee,Cumberland County,47,35,2000,4
Tennessee,Davidson County,47,37,2000,3
Tennessee,Decatur County,47,39,2000,1
Tennessee,DeKalb County,47,41,2000,0
Tennessee,Dickson County,47,43,2000,0
Tennessee,Dyer County,47,45,2000,1
Tennessee,Fayette County,47,47,2000,0
Tennessee,Fentress County,47,49,2000,0
Tennessee,Franklin County,47,51,2000,1
Tennessee,Gibson County,47,53,2000,0
Tennessee,Giles County,47,55,2000,0
Tennessee,Grainger County,47,57,2000,0
Tennessee,Greene County,47,59,2000,0
Tennessee,Grundy County,47,61,2000,0
Tennessee,Hamblen County,47,63,2000,0
Tennessee,Hamilton County,47,65,2000,3
Tennessee,Hancock County,47,67,2000,0
Tennessee,Hardeman County,47,69,2000,0
Tennessee,Hardin County,47,71,2000,0
Tennessee,Hawkins County,47,73,2000,1
Tennessee,Haywood County,47,75,2000,1
Tennessee,Henderson County,47,77,2000,1
Tennessee,Henry County,47,79,2000,1
Tennessee,Hickman County,47,81,2000,0
Tennessee,Houston County,47,83,2000,0
Tennessee,Humphreys County,47,85,2000,0
Tennessee,Jackson County,47,87,2000,0
Tennessee,Jefferson County,47,89,2000,0
Tennessee,Johnson County,47,91,2000,0
Tennessee,Knox County,47,93,2000,1
Tennessee,Lake County,47,95,2000,0
Tennessee,Lauderdale County,47,97,2000,0
Tennessee,Lawrence County,47,99,2000,0
Tennessee,Lewis County,47,101,2000,0
Tennessee,Lincoln County,47,103,2000,0
Tennessee,Loudon County,47,105,2000,0
Tennessee,McMinn County,47,107,2000,0
Tennessee,McNairy County,47,109,2000,2
Tennessee,Macon County,47,111,2000,2
Tennessee,Madison County,47,113,2000,1
Tennessee,Marion County,47,115,2000,0
Tennessee,Marshall County,47,117,2000,0
Tennessee,Maury County,47,119,2000,0
Tennessee,Meigs County,47,121,2000,0
Tennessee,Monroe County,47,123,2000,0
Tennessee,Montgomery County,47,125,2000,0
Tennessee,Moore County,47,127,2000,0
Tennessee,Morgan County,47,129,2000,0
Tennessee,Obion County,47,131,2000,0
Tennessee,Overton County,47,133,2000,0
Tennessee,Perry County,47,135,2000,0
Tennessee,Pickett County,47,137,2000,1
Tennessee,Polk County,47,139,2000,0
Tennessee,Putnam County,47,141,2000,0
Tennessee,Rhea County,47,143,2000,0
Tennessee,Roane County,47,145,2000,0
Tennessee,Robertson County,47,147,2000,0
Tennessee,Rutherford County,47,149,2000,0
Tennessee,Scott County,47,151,2000,0
Tennessee,Sequatchie County,47,153,2000,0
Tennessee,Sevier County,47,155,2000,0
Tennessee,Shelby County,47,157,2000,1
Tennessee,Smith County,47,159,2000,0
Tennessee,Stewart County,47,161,2000,0
Tennessee,Sullivan County,47,163,2000,0
Tennessee,Sumner County,47,165,2000,0
Tennessee,Tipton County,47,167,2000,0
Tennessee,Trousdale County,47,169,2000,0
Tennessee,Unicoi County,47,171,2000,0
Tennessee,Union County,47,173,2000,0
Tennessee,Van Buren County,47,175,2000,0
Tennessee,Warren County,47,177,2000,0
Tennessee,Washington County,47,179,2000,0
Tennessee,Wayne County,47,181,2000,0
Tennessee,Weakley County,47,183,2000,0
Tennessee,White County,47,185,2000,1
Tennessee,Williamson County,47,187,2000,0
Tennessee,Wilson County,47,189,2000,0
Tennessee,Tennessee,47,999,2000,0
Texas,Anderson County,48,1,2000,1
Texas,Andrews County,48,3,2000,0
Texas,Angelina County,48,5,2000,1
Texas,Aransas County,48,7,2000,0
Texas,Archer County,48,9,2000,0
Texas,Armstrong County,48,11,2000,0
Texas,Atascosa County,48,13,2000,0
Texas,Austin County,48,15,2000,1
Texas,Bailey County,48,17,2000,0
Texas,Bandera County,48,19,2000,0
Texas,Bastrop County,48,21,2000,0
Texas,Baylor County,48,23,2000,0
Texas,Bee County,48,25,2000,0
Texas,Bell County,48,27,2000,0
Texas,Bexar County,48,29,2000,2
Texas,Blanco County,48,31,2000,0
Texas,Borden County,48,33,2000,0
Texas,Bosque County,48,35,2000,0
Texas,Bowie County,48,37,2000,1
Texas,Brazoria County,48,39,2000,0
Texas,Brazos County,48,41,2000,0
Texas,Brewster County,48,43,2000,0
Texas,Briscoe County,48,45,2000,0
Texas,Brooks County,48,47,2000,0
Texas,Brown County,48,49,2000,0
Texas,Burleson County,48,51,2000,0
Texas,Burnet County,48,53,2000,0
Texas,Caldwell County,48,55,2000,0
Texas,Calhoun County,48,57,2000,0
Texas,Callahan County,48,59,2000,2
Texas,Cameron County,48,61,2000,0
Texas,Camp County,48,63,2000,0
Texas,Carson County,48,65,2000,0
Texas,Cass County,48,67,2000,0
Texas,Castro County,48,69,2000,0
Texas,Chambers County,48,71,2000,0
Texas,Cherokee County,48,73,2000,0
Texas,Childress County,48,75,2000,0
Texas,Clay County,48,77,2000,0
Texas,Cochran County,48,79,2000,0
Texas,Coke County,48,81,2000,0
Texas,Coleman County,48,83,2000,0
Texas,Collin County,48,85,2000,2
Texas,Collingsworth County,48,87,2000,0
Texas,Colorado County,48,89,2000,1
Texas,Comal County,48,91,2000,0
Texas,Comanche County,48,93,2000,0
Texas,Concho County,48,95,2000,0
Texas,Cooke County,48,97,2000,1
Texas,Coryell County,48,99,2000,0
Texas,Cottle County,48,101,2000,0
Texas,Crane County,48,103,2000,0
Texas,Crockett County,48,105,2000,0
Texas,Crosby County,48,107,2000,0
Texas,Culberson County,48,109,2000,0
Texas,Dallam County,48,111,2000,0
Texas,Dallas County,48,113,2000,13
Texas,Dawson County,48,115,2000,0
Texas,Deaf Smith County,48,117,2000,0
Texas,Delta County,48,119,2000,0
Texas,Denton County,48,121,2000,6
Texas,DeWitt County,48,123,2000,0
Texas,Dickens County,48,125,2000,0
Texas,Dimmit County,48,127,2000,0
Texas,Donley County,48,129,2000,0
Texas,Duval County,48,131,2000,0
Texas,Eastland County,48,133,2000,0
Texas,Ector County,48,135,2000,0
Texas,Edwards County,48,137,2000,0
Texas,Ellis County,48,139,2000,0
Texas,El Paso County,48,141,2000,0
Texas,Erath County,48,143,2000,1
Texas,Falls County,48,145,2000,0
Texas,Fannin County,48,147,2000,0
Texas,Fayette County,48,149,2000,0
Texas,Fisher County,48,151,2000,0
Texas,Floyd County,48,153,2000,0
Texas,Foard County,48,155,2000,0
Texas,Fort Bend County,48,157,2000,0
Texas,Franklin County,48,159,2000,0
Texas,Freestone County,48,161,2000,2
Texas,Frio County,48,163,2000,0
Texas,Gaines County,48,165,2000,0
Texas,Galveston County,48,167,2000,0
Texas,Garza County,48,169,2000,0
Texas,Gillespie County,48,171,2000,0
Texas,Glasscock County,48,173,2000,0
Texas,Goliad County,48,175,2000,0
Texas,Gonzales County,48,177,2000,0
Texas,Gray County,48,179,2000,0
Texas,Grayson County,48,181,2000,0
Texas,Gregg County,48,183,2000,1
Texas,Grimes County,48,185,2000,0
Texas,Guadalupe County,48,187,2000,0
Texas,Hale County,48,189,2000,0
Texas,Hall County,48,191,2000,0
Texas,Hamilton County,48,193,2000,0
Texas,Hansford County,48,195,2000,0
Texas,Hardeman County,48,197,2000,0
Texas,Hardin County,48,199,2000,0
Texas,Harris County,48,201,2000,9
Texas,Harrison County,48,203,2000,0
Texas,Hartley County,48,205,2000,0
Texas,Haskell County,48,207,2000,0
Texas,Hays County,48,209,2000,0
Texas,Hemphill County,48,211,2000,0
Texas,Henderson County,48,213,2000,0
Texas,Hidalgo County,48,215,2000,0
Texas,Hill County,48,217,2000,0
Texas,Hockley County,48,219,2000,0
Texas,Hood County,48,221,2000,0
Texas,Hopkins County,48,223,2000,0
Texas,Houston County,48,225,2000,0
Texas,Howard County,48,227,2000,0
Texas,Hudspeth County,48,229,2000,0
Texas,Hunt County,48,231,2000,1
Texas,Hutchinson County,48,233,2000,0
Texas,Irion County,48,235,2000,0
Texas,Jack County,48,237,2000,0
Texas,Jackson County,48,239,2000,0
Texas,Jasper County,48,241,2000,0
Texas,Jeff Davis County,48,243,2000,0
Texas,Jefferson County,48,245,2000,0
Texas,Jim Hogg County,48,247,2000,0
Texas,Jim Wells County,48,249,2000,0
Texas,Johnson County,48,251,2000,1
Texas,Jones County,48,253,2000,0
Texas,Karnes County,48,255,2000,0
Texas,Kaufman County,48,257,2000,1
Texas,Kendall County,48,259,2000,0
Texas,Kenedy County,48,261,2000,0
Texas,Kent County,48,263,2000,0
Texas,Kerr County,48,265,2000,0
Texas,Kimble County,48,267,2000,0
Texas,King County,48,269,2000,0
Texas,Kinney County,48,271,2000,0
Texas,Kleberg County,48,273,2000,0
Texas,Knox County,48,275,2000,0
Texas,Lamar County,48,277,2000,0
Texas,Lamb County,48,279,2000,0
Texas,Lampasas County,48,281,2000,0
Texas,La Salle County,48,283,2000,0
Texas,Lavaca County,48,285,2000,0
Texas,Lee County,48,287,2000,1
Texas,Leon County,48,289,2000,0
Texas,Liberty County,48,291,2000,0
Texas,Limestone County,48,293,2000,0
Texas,Lipscomb County,48,295,2000,0
Texas,Live Oak County,48,297,2000,0
Texas,Llano County,48,299,2000,0
Texas,Loving County,48,301,2000,0
Texas,Lubbock County,48,303,2000,0
Texas,Lynn County,48,305,2000,0
Texas,McCulloch County,48,307,2000,0
Texas,McLennan County,48,309,2000,0
Texas,McMullen County,48,311,2000,0
Texas,Madison County,48,313,2000,0
Texas,Marion County,48,315,2000,0
Texas,Martin County,48,317,2000,0
Texas,Mason County,48,319,2000,0
Texas,Matagorda County,48,321,2000,0
Texas,Maverick County,48,323,2000,0
Texas,Medina County,48,325,2000,0
Texas,Menard County,48,327,2000,0
Texas,Midland County,48,329,2000,1
Texas,Milam County,48,331,2000,0
Texas,Mills County,48,333,2000,0
Texas,Mitchell County,48,335,2000,0
Texas,Montague County,48,337,2000,1
Texas,Montgomery County,48,339,2000,0
Texas,Moore County,48,341,2000,0
Texas,Morris County,48,343,2000,0
Texas,Motley County,48,345,2000,0
Texas,Nacogdoches County,48,347,2000,0
Texas,Navarro County,48,349,2000,0
Texas,Newton County,48,351,2000,0
Texas,Nolan County,48,353,2000,0
Texas,Nueces County,48,355,2000,0
Texas,Ochiltree County,48,357,2000,0
Texas,Oldham County,48,359,2000,0
Texas,Orange County,48,361,2000,0
Texas,Palo Pinto County,48,363,2000,1
Texas,Panola County,48,365,2000,0
Texas,Parker County,48,367,2000,0
Texas,Parmer County,48,369,2000,0
Texas,Pecos County,48,371,2000,0
Texas,Polk County,48,373,2000,0
Texas,Potter County,48,375,2000,0
Texas,Presidio County,48,377,2000,0
Texas,Rains County,48,379,2000,0
Texas,Randall County,48,381,2000,0
Texas,Reagan County,48,383,2000,0
Texas,Real County,48,385,2000,0
Texas,Red River County,48,387,2000,0
Texas,Reeves County,48,389,2000,0
Texas,Refugio County,48,391,2000,0
Texas,Roberts County,48,393,2000,0
Texas,Robertson County,48,395,2000,0
Texas,Rockwall County,48,397,2000,0
Texas,Runnels County,48,399,2000,1
Texas,Rusk County,48,401,2000,0
Texas,Sabine County,48,403,2000,1
Texas,San Augustine County,48,405,2000,1
Texas,San Jacinto County,48,407,2000,0
Texas,San Patricio County,48,409,2000,0
Texas,San Saba County,48,411,2000,0
Texas,Schleicher County,48,413,2000,0
Texas,Scurry County,48,415,2000,0
Texas,Shackelford County,48,417,2000,0
Texas,Shelby County,48,419,2000,0
Texas,Sherman County,48,421,2000,0
Texas,Smith County,48,423,2000,0
Texas,Somervell County,48,425,2000,0
Texas,Starr County,48,427,2000,0
Texas,Stephens County,48,429,2000,0
Texas,Sterling County,48,431,2000,0
Texas,Stonewall County,48,433,2000,0
Texas,Sutton County,48,435,2000,0
Texas,Swisher County,48,437,2000,0
Texas,Tarrant County,48,439,2000,6
Texas,Taylor County,48,441,2000,2
Texas,Terrell County,48,443,2000,0
Texas,Terry County,48,445,2000,0
Texas,Throckmorton County,48,447,2000,0
Texas,Titus County,48,449,2000,0
Texas,Tom Green County,48,451,2000,1
Texas,Travis County,48,453,2000,4
Texas,Trinity County,48,455,2000,0
Texas,Tyler County,48,457,2000,0
Texas,Upshur County,48,459,2000,0
Texas,Upton County,48,461,2000,0
Texas,Uvalde County,48,463,2000,0
Texas,Val Verde County,48,465,2000,3
Texas,Van Zandt County,48,467,2000,0
Texas,Victoria County,48,469,2000,1
Texas,Walker County,48,471,2000,0
Texas,Waller County,48,473,2000,0
Texas,Ward County,48,475,2000,0
Texas,Washington County,48,477,2000,0
Texas,Webb County,48,479,2000,0
Texas,Wharton County,48,481,2000,0
Texas,Wheeler County,48,483,2000,0
Texas,Wichita County,48,485,2000,2
Texas,Wilbarger County,48,487,2000,0
Texas,Willacy County,48,489,2000,0
Texas,Williamson County,48,491,2000,1
Texas,Wilson County,48,493,2000,1
Texas,Winkler County,48,495,2000,0
Texas,Wise County,48,497,2000,1
Texas,Wood County,48,499,2000,1
Texas,Yoakum County,48,501,2000,0
Texas,Young County,48,503,2000,0
Texas,Zapata County,48,505,2000,0
Texas,Zavala County,48,507,2000,0
Texas,Texas,48,999,2000,0
Utah,Beaver County,49,1,2000,0
Utah,Box Elder County,49,3,2000,0
Utah,Cache County,49,5,2000,0
Utah,Carbon County,49,7,2000,0
Utah,Daggett County,49,9,2000,0
Utah,Davis County,49,11,2000,1
Utah,Duchesne County,49,13,2000,0
Utah,Emery County,49,15,2000,0
Utah,Garfield County,49,17,2000,0
Utah,Grand County,49,19,2000,0
Utah,Iron County,49,21,2000,0
Utah,Juab County,49,23,2000,0
Utah,Kane County,49,25,2000,0
Utah,Millard County,49,27,2000,0
Utah,Morgan County,49,29,2000,0
Utah,Piute County,49,31,2000,0
Utah,Rich County,49,33,2000,0
Utah,Salt Lake County,49,35,2000,1
Utah,San Juan County,49,37,2000,0
Utah,Sanpete County,49,39,2000,0
Utah,Sevier County,49,41,2000,0
Utah,Summit County,49,43,2000,0
Utah,Tooele County,49,45,2000,0
Utah,Uintah County,49,47,2000,0
Utah,Utah County,49,49,2000,1
Utah,Wasatch County,49,51,2000,0
Utah,Washington County,49,53,2000,0
Utah,Wayne County,49,55,2000,0
Utah,Weber County,49,57,2000,0
Utah,Utah,49,999,2000,0
Vermont,Addison County,50,1,2000,3
Vermont,Bennington County,50,3,2000,10
Vermont,Caledonia County,50,5,2000,0
Vermont,Chittenden County,50,7,2000,3
Vermont,Essex County,50,9,2000,1
Vermont,Franklin County,50,11,2000,2
Vermont,Grand Isle County,50,13,2000,0
Vermont,Lamoille County,50,15,2000,0
Vermont,Orange County,50,17,2000,3
Vermont,Orleans County,50,19,2000,0
Vermont,Rutland County,50,21,2000,3
Vermont,Washington County,50,23,2000,2
Vermont,Windham County,50,25,2000,7
Vermont,Windsor County,50,27,2000,6
Vermont,Vermont,50,999,2000,0
Virginia,Accomack County,51,1,2000,2
Virginia,Albemarle County,51,3,2000,3
Virginia,Alleghany County,51,5,2000,0
Virginia,Amelia County,51,7,2000,0
Virginia,Amherst County,51,9,2000,0
Virginia,Appomattox County,51,11,2000,0
Virginia,Arlington County,51,13,2000,5
Virginia,Augusta County,51,15,2000,1
Virginia,Bath County,51,17,2000,0
Virginia,Bedford County,51,19,2000,3
Virginia,Bland County,51,21,2000,0
Virginia,Botetourt County,51,23,2000,0
Virginia,Brunswick County,51,25,2000,0
Virginia,Buchanan County,51,27,2000,0
Virginia,Buckingham County,51,29,2000,1
Virginia,Campbell County,51,31,2000,0
Virginia,Caroline County,51,33,2000,0
Virginia,Carroll County,51,35,2000,0
Virginia,Charles City County,51,36,2000,0
Virginia,Charlotte County,51,37,2000,1
Virginia,Chesterfield County,51,41,2000,0
Virginia,Clarke County,51,43,2000,0
Virginia,Craig County,51,45,2000,0
Virginia,Culpeper County,51,47,2000,0
Virginia,Cumberland County,51,49,2000,0
Virginia,Dickenson County,51,51,2000,0
Virginia,Dinwiddie County,51,53,2000,0
Virginia,Essex County,51,57,2000,0
Virginia,Fairfax County,51,59,2000,19
Virginia,Fauquier County,51,61,2000,1
Virginia,Floyd County,51,63,2000,0
Virginia,Fluvanna County,51,65,2000,0
Virginia,Franklin County,51,67,2000,1
Virginia,Frederick County,51,69,2000,0
Virginia,Giles County,51,71,2000,0
Virginia,Gloucester County,51,73,2000,0
Virginia,Goochland County,51,75,2000,1
Virginia,Grayson County,51,77,2000,1
Virginia,Greene County,51,79,2000,0
Virginia,Greensville County,51,81,2000,0
Virginia,Halifax County,51,83,2000,1
Virginia,Hanover County,51,85,2000,2
Virginia,Henrico County,51,87,2000,3
Virginia,Henry County,51,89,2000,3
Virginia,Highland County,51,91,2000,0
Virginia,Isle of Wight County,51,93,2000,0
Virginia,James City County,51,95,2000,0
Virginia,King and Queen County,51,97,2000,1
Virginia,King George County,51,99,2000,0
Virginia,King William County,51,101,2000,0
Virginia,Lancaster County,51,103,2000,0
Virginia,Lee County,51,105,2000,1
Virginia,Loudoun County,51,107,2000,61
Virginia,Louisa County,51,109,2000,0
Virginia,Lunenburg County,51,111,2000,0
Virginia,Madison County,51,113,2000,1
Virginia,Mathews County,51,115,2000,0
Virginia,Mecklenburg County,51,117,2000,0
Virginia,Middlesex County,51,119,2000,1
Virginia,Montgomery County,51,121,2000,3
Virginia,Nelson County,51,125,2000,0
Virginia,New Kent County,51,127,2000,0
Virginia,Northampton County,51,131,2000,2
Virginia,Northumberland County,51,133,2000,0
Virginia,Nottoway County,51,135,2000,0
Virginia,Orange County,51,137,2000,0
Virginia,Page County,51,139,2000,1
Virginia,Patrick County,51,141,2000,0
Virginia,Pittsylvania County,51,143,2000,2
Virginia,Powhatan County,51,145,2000,0
Virginia,Prince Edward County,51,147,2000,0
Virginia,Prince George County,51,149,2000,0
Virginia,Prince William County,51,153,2000,6
Virginia,Pulaski County,51,155,2000,0
Virginia,Rappahannock County,51,157,2000,0
Virginia,Richmond County,51,159,2000,0
Virginia,Roanoke County,51,161,2000,0
Virginia,Rockbridge County,51,163,2000,0
Virginia,Rockingham County,51,165,2000,1
Virginia,Russell County,51,167,2000,0
Virginia,Scott County,51,169,2000,0
Virginia,Shenandoah County,51,171,2000,0
Virginia,Smyth County,51,173,2000,0
Virginia,Southampton County,51,175,2000,0
Virginia,Spotsylvania County,51,177,2000,2
Virginia,Stafford County,51,179,2000,3
Virginia,Surry County,51,181,2000,0
Virginia,Sussex County,51,183,2000,0
Virginia,Tazewell County,51,185,2000,0
Virginia,Warren County,51,187,2000,3
Virginia,Washington County,51,191,2000,0
Virginia,Westmoreland County,51,193,2000,0
Virginia,Wise County,51,195,2000,0
Virginia,Wythe County,51,197,2000,0
Virginia,York County,51,199,2000,0
Virginia,Alexandria city,51,510,2000,0
Virginia,Bedford city,51,515,2000,0
Virginia,Bristol city,51,520,2000,0
Virginia,Buena Vista city,51,530,2000,1
Virginia,Charlottesville city,51,540,2000,0
Virginia,Chesapeake city,51,550,2000,1
Virginia,Colonial Heights city,51,570,2000,0
Virginia,Covington city,51,580,2000,0
Virginia,Danville city,51,590,2000,0
Virginia,Emporia city,51,595,2000,0
Virginia,Fairfax city,51,600,2000,0
Virginia,Falls Church city,51,610,2000,0
Virginia,Franklin city,51,620,2000,0
Virginia,Fredericksburg city,51,630,2000,0
Virginia,Galax city,51,640,2000,0
Virginia,Hampton city,51,650,2000,1
Virginia,Harrisonburg city,51,660,2000,0
Virginia,Hopewell city,51,670,2000,1
Virginia,Lexington city,51,678,2000,0
Virginia,Lynchburg city,51,680,2000,0
Virginia,Manassas city,51,683,2000,0
Virginia,Manassas Park city,51,685,2000,0
Virginia,Martinsville city,51,690,2000,0
Virginia,Newport News city,51,700,2000,2
Virginia,Norfolk city,51,710,2000,0
Virginia,Norton city,51,720,2000,0
Virginia,Petersburg city,51,730,2000,0
Virginia,Poquoson city,51,735,2000,0
Virginia,Portsmouth city,51,740,2000,2
Virginia,Radford city,51,750,2000,0
Virginia,Richmond city,51,760,2000,1
Virginia,Roanoke city,51,770,2000,0
Virginia,Salem city,51,775,2000,0
Virginia,Staunton city,51,790,2000,0
Virginia,Suffolk city,51,800,2000,1
Virginia,Virginia Beach city,51,810,2000,2
Virginia,Waynesboro city,51,820,2000,0
Virginia,Williamsburg city,51,830,2000,1
Virginia,Winchester city,51,840,2000,0
Virginia,Virginia,51,999,2000,0
Washington,Adams County,53,1,2000,0
Washington,Asotin County,53,3,2000,0
Washington,Benton County,53,5,2000,0
Washington,Chelan County,53,7,2000,0
Washington,Clallam County,53,9,2000,1
Washington,Clark County,53,11,2000,0
Washington,Columbia County,53,13,2000,0
Washington,Cowlitz County,53,15,2000,0
Washington,Douglas County,53,17,2000,0
Washington,Ferry County,53,19,2000,0
Washington,Franklin County,53,21,2000,0
Washington,Garfield County,53,23,2000,0
Washington,Grant County,53,25,2000,0
Washington,Grays Harbor County,53,27,2000,0
Washington,Island County,53,29,2000,1
Washington,Jefferson County,53,31,2000,0
Washington,King County,53,33,2000,3
Washington,Kitsap County,53,35,2000,0
Washington,Kittitas County,53,37,2000,0
Washington,Klickitat County,53,39,2000,0
Washington,Lewis County,53,41,2000,0
Washington,Lincoln County,53,43,2000,0
Washington,Mason County,53,45,2000,0
Washington,Okanogan County,53,47,2000,0
Washington,Pacific County,53,49,2000,0
Washington,Pend Oreille County,53,51,2000,0
Washington,Pierce County,53,53,2000,1
Washington,San Juan County,53,55,2000,0
Washington,Skagit County,53,57,2000,1
Washington,Skamania County,53,59,2000,0
Washington,Snohomish County,53,61,2000,1
Washington,Spokane County,53,63,2000,0
Washington,Stevens County,53,65,2000,0
Washington,Thurston County,53,67,2000,0
Washington,Wahkiakum County,53,69,2000,0
Washington,Walla Walla County,53,71,2000,0
Washington,Whatcom County,53,73,2000,0
Washington,Whitman County,53,75,2000,0
Washington,Yakima County,53,77,2000,1
Washington,Washington,53,999,2000,0
West Virginia,Barbour County,54,1,2000,0
West Virginia,Berkeley County,54,3,2000,12
West Virginia,Boone County,54,5,2000,0
West Virginia,Braxton County,54,7,2000,0
West Virginia,Brooke County,54,9,2000,1
West Virginia,Cabell County,54,11,2000,0
West Virginia,Calhoun County,54,13,2000,1
West Virginia,Clay County,54,15,2000,0
West Virginia,Doddridge County,54,17,2000,0
West Virginia,Fayette County,54,19,2000,0
West Virginia,Gilmer County,54,21,2000,1
West Virginia,Grant County,54,23,2000,0
West Virginia,Greenbrier County,54,25,2000,0
West Virginia,Hampshire County,54,27,2000,1
West Virginia,Hancock County,54,29,2000,0
West Virginia,Hardy County,54,31,2000,0
West Virginia,Harrison County,54,33,2000,0
West Virginia,Jackson County,54,35,2000,0
West Virginia,Jefferson County,54,37,2000,6
West Virginia,Kanawha County,54,39,2000,3
West Virginia,Lewis County,54,41,2000,0
West Virginia,Lincoln County,54,43,2000,0
West Virginia,Logan County,54,45,2000,0
West Virginia,McDowell County,54,47,2000,1
West Virginia,Marion County,54,49,2000,0
West Virginia,Marshall County,54,51,2000,0
West Virginia,Mason County,54,53,2000,0
West Virginia,Mercer County,54,55,2000,0
West Virginia,Mineral County,54,57,2000,1
West Virginia,Mingo County,54,59,2000,0
West Virginia,Monongalia County,54,61,2000,1
West Virginia,Monroe County,54,63,2000,0
West Virginia,Morgan County,54,65,2000,1
West Virginia,Nicholas County,54,67,2000,0
West Virginia,Ohio County,54,69,2000,4
West Virginia,Pendleton County,54,71,2000,0
West Virginia,Pleasants County,54,73,2000,0
West Virginia,Pocahontas County,54,75,2000,0
West Virginia,Preston County,54,77,2000,0
West Virginia,Putnam County,54,79,2000,0
West Virginia,Raleigh County,54,81,2000,0
West Virginia,Randolph County,54,83,2000,0
West Virginia,Ritchie County,54,85,2000,0
West Virginia,Roane County,54,87,2000,0
West Virginia,Summers County,54,89,2000,0
West Virginia,Taylor County,54,91,2000,0
West Virginia,Tucker County,54,93,2000,0
West Virginia,Tyler County,54,95,2000,0
West Virginia,Upshur County,54,97,2000,0
West Virginia,Wayne County,54,99,2000,0
West Virginia,Webster County,54,101,2000,1
West Virginia,Wetzel County,54,103,2000,1
West Virginia,Wirt County,54,105,2000,0
West Virginia,Wood County,54,107,2000,0
West Virginia,Wyoming County,54,109,2000,0
West Virginia,West Virginia,54,999,2000,0
Wisconsin,Adams County,55,1,2000,1
Wisconsin,Ashland County,55,3,2000,4
Wisconsin,Barron County,55,5,2000,21
Wisconsin,Bayfield County,55,7,2000,5
Wisconsin,Brown County,55,9,2000,0
Wisconsin,Buffalo County,55,11,2000,5
Wisconsin,Burnett County,55,13,2000,21
Wisconsin,Calumet County,55,15,2000,1
Wisconsin,Chippewa County,55,17,2000,29
Wisconsin,Clark County,55,19,2000,8
Wisconsin,Columbia County,55,21,2000,12
Wisconsin,Crawford County,55,23,2000,4
Wisconsin,Dane County,55,25,2000,11
Wisconsin,Dodge County,55,27,2000,4
Wisconsin,Door County,55,29,2000,1
Wisconsin,Douglas County,55,31,2000,13
Wisconsin,Dunn County,55,33,2000,28
Wisconsin,Eau Claire County,55,35,2000,45
Wisconsin,Florence County,55,37,2000,0
Wisconsin,Fond du Lac County,55,39,2000,4
Wisconsin,Forest County,55,41,2000,0
Wisconsin,Grant County,55,43,2000,5
Wisconsin,Green County,55,45,2000,0
Wisconsin,Green Lake County,55,47,2000,0
Wisconsin,Iowa County,55,49,2000,4
Wisconsin,Iron County,55,51,2000,0
Wisconsin,Jackson County,55,53,2000,13
Wisconsin,Jefferson County,55,55,2000,0
Wisconsin,Juneau County,55,57,2000,12
Wisconsin,Kenosha County,55,59,2000,0
Wisconsin,Kewaunee County,55,61,2000,0
Wisconsin,La Crosse County,55,63,2000,34
Wisconsin,Lafayette County,55,65,2000,0
Wisconsin,Langlade County,55,67,2000,0
Wisconsin,Lincoln County,55,69,2000,5
Wisconsin,Manitowoc County,55,71,2000,0
Wisconsin,Marathon County,55,73,2000,7
Wisconsin,Marinette County,55,75,2000,0
Wisconsin,Marquette County,55,77,2000,2
Wisconsin,Menominee County,55,78,2000,1
Wisconsin,Milwaukee County,55,79,2000,4
Wisconsin,Monroe County,55,81,2000,25
Wisconsin,Oconto County,55,83,2000,1
Wisconsin,Oneida County,55,85,2000,5
Wisconsin,Outagamie County,55,87,2000,5
Wisconsin,Ozaukee County,55,89,2000,0
Wisconsin,Pepin County,55,91,2000,3
Wisconsin,Pierce County,55,93,2000,10
Wisconsin,Polk County,55,95,2000,38
Wisconsin,Portage County,55,97,2000,50
Wisconsin,Price County,55,99,2000,3
Wisconsin,Racine County,55,101,2000,4
Wisconsin,Richland County,55,103,2000,6
Wisconsin,Rock County,55,105,2000,3
Wisconsin,Rusk County,55,107,2000,2
Wisconsin,St. Croix County,55,109,2000,13
Wisconsin,Sauk County,55,111,2000,13
Wisconsin,Sawyer County,55,113,2000,22
Wisconsin,Shawano County,55,115,2000,0
Wisconsin,Sheboygan County,55,117,2000,7
Wisconsin,Taylor County,55,119,2000,2
Wisconsin,Trempealeau County,55,121,2000,18
Wisconsin,Vernon County,55,123,2000,11
Wisconsin,Vilas County,55,125,2000,1
Wisconsin,Walworth County,55,127,2000,4
Wisconsin,Washburn County,55,129,2000,30
Wisconsin,Washington County,55,131,2000,0
Wisconsin,Waukesha County,55,133,2000,4
Wisconsin,Waupaca County,55,135,2000,13
Wisconsin,Waushara County,55,137,2000,3
